"npar","PPP","MargLogLik","BRMSEA","BGammaHat","adjBGammaHat","BMc","BCFI_0C","BTLI_0C","BNFI_0C","BCFI_0A","BTLI_0A","BNFI_0A","chisq","pd"
13,0.2475,-249.018118296749,0.167013630441073,0.918895769940555,0.797298368454222,0.875200416014145,0.78623501462765,0.644402084552551,0.68769733118825,0.959451223976736,0.917790507574028,0.925872461153927,16.8972980727226,12.5975573641907
