"npar","PPP","MargLogLik","BRMSEA","BGammaHat","adjBGammaHat","BMc","BCFI_0C","BTLI_0C","BNFI_0C","BCFI_0A","BTLI_0A","BNFI_0A","chisq","pd"
33,0.20725,-1539.34476482112,0.0529592002232508,0.970967134938344,0.963525666330544,0.914375293455951,0.917801645665221,0.910110938800809,0.706465153738532,0.986150948027442,0.988982388767937,0.936341356685822,78.4755328660759,15.9135066501409
