"npar","fmin","chisq","df","pvalue","baseline.chisq","baseline.df","baseline.pvalue","cfi","tli","nnfi","rfi","nfi","pnfi","ifi","rni","logl","unrestricted.logl","aic","bic","ntotal","bic2","rmsea","rmsea.ci.lower","rmsea.ci.upper","rmsea.ci.level","rmsea.pvalue","rmsea.close.h0","rmsea.notclose.pvalue","rmsea.notclose.h0","rmr","rmr_nomean","srmr","srmr_bentler","srmr_bentler_nomean","crmr","crmr_nomean","srmr_mplus","srmr_mplus_nomean","cn_05","cn_01","gfi","agfi","pgfi","mfi","ecvi"
13,0.0101583158605716,4.28680929316121,8,0.830363849675571,195.062810043123,15,0,1,1.03866557771511,1.03866557771511,0.958793952456133,0.978023441309937,0.521612502031967,1.01984996753755,1.02062164144806,-1705.22873650837,-1703.08533186178,3436.45747301673,3480.03162875192,211,3438.83957137643,0,0,0.048039954970793,0.9,0.954971435830145,0.05,0.00497739143497365,0.08,0.0241995528567986,0.0241995528567986,0.0236605665720126,0.0236605665720126,0.0236605665720126,0.0279955600938867,0.0279955600938867,0.0236605667268643,0.0236605667268643,764.281692984928,989.856583385112,0.993464731142806,0.982844919249865,0.378462754721069,1.00883785536776,0.143539380536309
13,0.010807909992586,4.56093801687128,8,0.803305940965475,173.742168568285,15,0,1,1.04062084622205,1.04062084622205,0.950779025885863,0.973748813805793,0.519332700696423,1.02074946896638,1.02166445131842,-1717.80498597058,-1715.52451696214,3461.60997194116,3505.18412767635,211,3463.99207030086,0,0,0.0515882463123193,0.9,0.945523205838771,0.05,0.00635982753069982,0.08,0.0297199669201905,0.0297199669201905,0.0308309277590364,0.0308309277590364,0.0308309277590364,0.0364796446618649,0.0364796446618649,0.0308309268970096,0.0308309268970096,718.405727217528,930.422758120894,0.992721462864054,0.980893840018143,0.378179604900592,1.00818273302161,0.144838568800338
13,0.0118522566014985,5.00165228583235,8,0.757399519749878,165.995542263321,15,0,1,1.03723223798396,1.03723223798396,0.943503916381929,0.969868755403695,0.517263336215304,1.01897741968676,1.01985719359144,-1712.86914493646,-1710.36831879354,3451.73828987292,3495.31244560811,211,3454.12038823262,0,0,0.0566444433335473,0.9,0.928189666869609,0.05,0.00912842093353075,0.08,0.0254729064175821,0.0254729064175821,0.0250977643257348,0.0250977643257348,0.0250977643257348,0.0296960752592689,0.0296960752592689,0.0250977643541103,0.0250977643541103,655.192428381313,848.527846601096,0.992286396003961,0.979751789510396,0.378013865144366,1.00713039040408,0.146927262018163
