"npar","PPP","MargLogLik","BRMSEA","BGammaHat","adjBGammaHat","BMc","BCFI_0C","BTLI_0C","BNFI_0C","BCFI_0A","BTLI_0A","BNFI_0A","chisq","pd"
13,0.197,-256.47041921839,0.189419186690018,0.903164287944332,0.759762386158062,0.850795323164276,0.38786952118953,-0.0552695085800679,0.408467995337578,0.392735953257115,-0.0425147485578284,0.409875470411882,18.7288383645221,12.5352557801087
