"npar","PPP","MargLogLik","BRMSEA","BGammaHat","adjBGammaHat","BMc","BCFI_0C","BTLI_0C","BNFI_0C","BCFI_0A","BTLI_0A","BNFI_0A","chisq","pd"
33,0.01925,-1478.46568906343,0.0796910682567458,0.935861336663754,0.922402500074593,0.814310992391708,0.884398371482852,0.878784212328445,0.739796054215015,0.968814580691423,0.975451244218804,0.918603882905121,101.948618796588,13.5286478941168
