"npar","fmin","chisq","df","pvalue","baseline.chisq","baseline.df","baseline.pvalue","cfi","tli","nnfi","rfi","nfi","pnfi","ifi","rni","logl","unrestricted.logl","aic","bic","ntotal","bic2","rmsea","rmsea.ci.lower","rmsea.ci.upper","rmsea.ci.level","rmsea.pvalue","rmsea.close.h0","rmsea.notclose.pvalue","rmsea.notclose.h0","rmr","rmr_nomean","srmr","srmr_bentler","srmr_bentler_nomean","crmr","crmr_nomean","srmr_mplus","srmr_mplus_nomean","cn_05","cn_01","gfi","agfi","pgfi","mfi","ecvi"
18,1.58038885696277,192.807440549458,153,0.0161345444819351,423.758714080529,153,0,0.852978174000272,0.852978174000272,0.852978174000272,0.54500654702096,0.54500654702096,0.54500654702096,0.852978174000272,0.852978174000272,-1404.44690320304,-1308.04318292831,2844.89380640608,2882.88953596119,61,2826.26526253486,0.0653087685218724,0.029925015849006,0.0922409251879,0.9,0.201204719152144,0.05,0.199057769471766,0.08,0.105868243758448,0.105868243758448,0.11430755694596,0.11430755694596,0.11430755694596,0.110105210561753,0.110105210561753,0.115539921264511,0.115539921264511,58.854300027829,63.2027054800655,0.763604591107497,0.735793366531908,0.683225160464602,0.721595536143309,3.75094164835176
18,1.58872523267686,193.824478386576,153,0.0142307967602127,416.524768140412,153,0,0.845082954916692,0.845082954916692,0.845082954916692,0.534662778273878,0.534662778273878,0.534662778273878,0.845082954916692,0.845082954916692,-1437.60203997438,-1340.68980078109,2911.20407994876,2949.19980950387,61,2892.57553607754,0.0661377915975446,0.0314253131422358,0.0929172086755472,0.9,0.188017669850085,0.05,0.212229855828789,0.08,0.115849737220136,0.115849737220136,0.118990556832215,0.118990556832215,0.118990556832215,0.110353436904257,0.110353436904257,0.116217322864253,0.116217322864253,58.5507263375598,62.8763147910721,0.76640171307803,0.738919561675445,0.6857278485435,0.715605048809422,3.76761439977994
18,1.48624493740289,181.321882363152,153,0.0586404743052474,503.776028392993,153,0,0.919259356196879,0.919259356196879,0.919259356196879,0.640074413739862,0.640074413739862,0.640074413739862,0.919259356196879,0.919259356196879,-1406.58080337984,-1315.91986219826,2849.16160675968,2887.1573363148,61,2830.53306288847,0.0550871652426637,0,0.0841985900643018,0.9,0.387990855257528,0.05,0.0839602376749485,0.08,0.11478364535892,0.11478364535892,0.113699599089863,0.113699599089863,0.113699599089863,0.111627691450699,0.111627691450699,0.110327659930006,0.110327659930006,62.5189924556671,67.1428410214892,0.762641905119104,0.73471742336841,0.682363809843409,0.79282990436097,3.562653809232
18,1.52799675910571,186.415604610896,153,0.0340718161657889,417.655347972628,153,0,0.873739167309959,0.873739167309959,0.873739167309959,0.55366163628506,0.55366163628506,0.55366163628506,0.873739167309959,0.873739167309959,-1462.53816444096,-1369.33036213551,2961.07632888191,2999.07205843703,61,2942.4477850107,0.0598362032683244,0.017857434438963,0.0878626453735147,0.9,0.297206973224826,0.05,0.127243191736188,0.08,0.127595686219234,0.127595686219234,0.119457154466743,0.119457154466743,0.119457154466743,0.109341477404195,0.109341477404195,0.116656027316841,0.116656027316841,60.83801375657,65.3355177475423,0.775080978550869,0.748619917203913,0.693493507124462,0.760409330102805,3.64615745263765
18,2.17236056796549,265.02798929179,153,5.05084397639521e-08,427.298457399694,153,0,0.591583597101501,0.591583597101501,0.591583597101501,0.379759077754209,0.379759077754209,0.379759077754209,0.591583597101501,0.591583597101501,-1484.85878585342,-1352.34479120752,3005.71757170684,3043.71330126196,61,2987.08902783562,0.109560154922001,0.0870650721769981,0.131414122491886,0.9,4.79732320921578e-05,0.05,0.983017305529852,0.08,0.138359645974555,0.138359645974555,0.137107334025986,0.137107334025986,0.137107334025986,0.128886999189372,0.128886999189372,0.135447252318726,0.135447252318726,43.088911223882,46.2523692720581,0.702983497987602,0.668040380103791,0.628985235041539,0.399212186658252,4.93488507035722
18,1.62573134024772,198.339223510222,153,0.00797824703730576,429.886223551894,153,0,0.836253234528571,0.836253234528571,0.836253234528571,0.538623913389309,0.538623913389309,0.538623913389309,0.836253234528571,0.836253234528571,-1445.70748060146,-1346.53786884634,2927.41496120292,2965.41069075804,61,2908.78641733171,0.0696989773644262,0.0373773692434622,0.0958576073551146,0.9,0.136561228531817,0.05,0.27588631055812,0.08,0.121945412109562,0.121945412109562,0.115150900389146,0.115150900389146,0.115150900389146,0.115289331652883,0.115289331652883,0.115181491214223,0.115181491214223,57.240713842319,61.4678400298621,0.757366984132838,0.728821923442583,0.677644143697802,0.689607296034645,3.84162661492167
18,1.78465926674479,217.728430542865,153,0.00045755135693426,468.454904623506,153,0,0.794809243431742,0.794809243431742,0.794809243431742,0.535220085446962,0.535220085446962,0.535220085446962,0.794809243431742,0.794809243431742,-1437.47607098012,-1328.61185570869,2910.95214196024,2948.94787151536,61,2892.32359808902,0.0832792692145091,0.0563136599641042,0.10751351478521,0.9,0.0245970293740922,0.05,0.597630585283189,0.08,0.118760555369687,0.118760555369687,0.116439799413361,0.116439799413361,0.116439799413361,0.114400808779417,0.114400808779417,0.117719789377297,0.117719789377297,52.2323516287418,56.08304271041,0.738444107329877,0.707672825839274,0.660713148663574,0.58827491014167,4.15948246791582
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
